,t_final,h_tile,h_Ti,rho_tile,rho_Ti,cp_tile,cp_Ti,k_tile,k_Ti,emissivity,M_inf,p_inf,T_inf,fudge_factor,simulation_values,noise
0,62.27999999999982,0.024638,0.0001359,141.40800000000044,4494.599999999997,582.7839999999997,464.6000000000009,0.1257480000000001,6.730799999999994,0.8128000000000026,4.97999999999999,2801.664000000013,305.5840000000011,0.92,367.933009049741,1.4640037614830939
1,61.55999999999984,0.025908,0.0001377,140.83200000000042,4294.839999999998,629.2559999999986,437.9200000000004,0.119196,6.787599999999993,0.7936000000000021,5.139999999999986,2615.616000000006,289.68000000000075,1.0660000000000005,342.6724594708924,-1.2684663092658481
2,62.03999999999983,0.0277368,0.0001608,135.3600000000002,4966.759999999993,600.3679999999993,466.4400000000009,0.115164,6.688199999999995,0.7328000000000003,4.669999999999996,2555.424000000004,286.84000000000066,1.0420000000000005,325.359021012155,0.07929609255313246
3,65.27999999999976,0.0260604,0.0001644,133.63200000000015,4322.079999999998,643.0719999999983,415.84,0.12096,7.724799999999978,0.7360000000000004,5.259999999999984,2670.336000000008,260.7120000000001,1.0420000000000005,349.8369347885596,-0.5407645296715924
4,56.999999999999936,0.0241808,0.0001584,154.08000000000092,4703.439999999995,575.2479999999998,483.9200000000012,0.1197,7.59699999999998,0.8112000000000026,5.029999999999989,2911.104000000017,257.87200000000007,0.998,337.99272852470136,-1.4195078090069835
5,64.19999999999979,0.0239268,0.000138,145.7280000000006,4857.799999999994,591.5759999999995,447.1200000000006,0.1360800000000002,7.4407999999999825,0.7840000000000018,5.489999999999979,2500.704000000001,297.63200000000086,0.91,395.6650358222457,-0.18253087549448682
6,65.63999999999976,0.0229108,0.000147,137.3760000000003,4440.119999999997,630.5119999999986,498.6400000000015,0.11592,7.525999999999981,0.7312000000000003,4.8499999999999925,2763.3600000000115,281.7280000000005,1.092,372.1073593013904,-0.6584436186014803
7,58.43999999999991,0.0255016,0.0001632,157.24800000000104,4095.08,665.6799999999978,489.4400000000013,0.114156,7.767399999999977,0.7824000000000018,4.749999999999995,2861.8560000000152,261.2800000000001,0.918,316.48303097791614,-0.2154312155095436
8,61.79999999999984,0.0258064,0.0001611,129.888,4167.719999999999,689.5439999999973,487.6000000000013,0.121716,6.773399999999993,0.8048000000000024,5.319999999999983,2856.384000000015,274.9120000000004,1.0,341.7990329235045,-1.3012069262147408
9,64.67999999999978,0.024384,0.0001434,151.77600000000083,4975.839999999993,582.7839999999997,485.7600000000013,0.1305360000000001,7.5685999999999805,0.8672000000000042,5.109999999999987,2500.704000000001,273.7760000000004,0.932,362.7383483630634,0.8631569671074623
10,60.35999999999986,0.0241808,0.000144,137.3760000000003,4113.24,629.2559999999986,438.8400000000004,0.1312920000000001,6.503599999999998,0.7440000000000007,5.129999999999987,2681.2800000000084,308.4240000000011,1.076,378.5803784606069,0.880764695798496
11,63.5999999999998,0.0270764,0.0001377,142.56000000000049,4975.839999999993,661.9119999999979,445.2800000000005,0.1305360000000001,6.546199999999997,0.8640000000000041,5.42999999999998,2807.136000000013,268.66400000000027,0.93,337.89589572953446,0.5428193395001267
12,64.19999999999979,0.024892,0.0001578,146.59200000000064,4240.359999999999,605.3919999999991,435.1600000000004,0.1383480000000002,6.815999999999993,0.7392000000000005,4.639999999999997,2861.8560000000152,270.3680000000003,1.0700000000000005,364.51952774524,-0.5047026378104319
13,64.07999999999979,0.0245364,0.0001467,134.49600000000018,4249.439999999999,630.5119999999986,428.72000000000025,0.1363320000000002,7.525999999999981,0.7472000000000008,4.629999999999997,2697.696000000009,274.9120000000004,0.968,371.4200138359745,0.7537515676023632
14,56.63999999999994,0.0255016,0.0001551,139.9680000000004,4776.0799999999945,584.0399999999996,460.9200000000008,0.1353240000000002,7.58279999999998,0.7968000000000022,4.669999999999996,2938.464000000018,263.55200000000013,1.0340000000000005,344.3150426787138,1.2752248073781556
15,56.999999999999936,0.0242824,0.0001602,154.65600000000094,4757.919999999995,653.1199999999981,442.5200000000005,0.119448,6.858599999999992,0.7312000000000003,4.51,2736.0000000000105,283.4320000000006,1.0260000000000002,325.58347249416664,-0.2048723281040363
16,60.59999999999986,0.0242824,0.0001479,143.42400000000052,4776.0799999999945,565.2,459.0800000000008,0.120456,6.844399999999992,0.7344000000000004,5.249999999999984,2845.4400000000146,291.38400000000075,1.0660000000000005,367.2495806299452,-0.4534867020083526
17,58.7999999999999,0.0239776,0.0001515,151.48800000000082,4267.599999999999,641.8159999999983,498.6400000000015,0.1358280000000002,7.057399999999989,0.7584000000000011,4.859999999999992,2965.824000000019,311.26400000000115,1.0100000000000002,356.24395579187905,1.3606870110773899
18,61.07999999999985,0.0258064,0.0001425,141.12000000000043,4512.759999999997,587.8079999999995,415.84,0.1333080000000001,6.759199999999994,0.7248000000000001,4.779999999999994,2642.976000000007,259.5760000000001,1.0140000000000002,352.7701163636592,0.2730373021254694
19,65.75999999999975,0.0268224,0.000162,136.22400000000025,4912.279999999993,629.2559999999986,496.80000000000143,0.1262520000000001,6.901199999999991,0.8112000000000026,5.089999999999987,2746.944000000011,259.5760000000001,0.936,339.7608056941695,1.9239447435182695
20,65.03999999999976,0.024638,0.0001554,140.83200000000042,4866.879999999994,589.0639999999995,497.7200000000015,0.1338120000000001,7.00059999999999,0.7680000000000013,4.579999999999998,2544.480000000003,293.6560000000008,1.0700000000000005,366.87084855718575,0.7276742904729185
21,61.19999999999985,0.0232664,0.0001434,133.05600000000013,4340.239999999998,679.4959999999975,442.5200000000005,0.1270080000000001,7.00059999999999,0.8464000000000036,4.609999999999998,2637.5040000000067,260.1440000000001,0.924,354.5909712050326,0.4409763298248613
22,59.99999999999987,0.0261112,0.0001398,130.46400000000003,4930.439999999993,646.8399999999982,499.5600000000015,0.1375920000000002,6.673999999999995,0.7632000000000012,4.719999999999995,2785.2480000000123,279.4560000000005,0.904,345.50742985326565,-1.8813678453747364
23,63.5999999999998,0.0278384,0.0001638,130.46400000000003,4331.159999999998,572.7359999999999,505.0800000000016,0.1312920000000001,6.617199999999996,0.7680000000000013,5.389999999999981,2818.0800000000136,273.7760000000004,1.0140000000000002,355.8202838198581,-0.17517356397483907
24,55.31999999999997,0.026924,0.0001647,135.3600000000002,4294.839999999998,575.2479999999998,415.84,0.122976,7.426599999999983,0.8704000000000043,5.229999999999984,2626.5600000000063,284.5680000000006,1.0220000000000002,336.14513834685494,0.8613485760005254
25,62.39999999999982,0.027432,0.0001593,130.17600000000002,4403.799999999997,645.5839999999982,488.5200000000013,0.115668,6.943799999999991,0.7216,5.269999999999984,2752.416000000011,256.736,0.95,329.11941664972056,-0.38930209926928566
