,t_final,h_tile,h_Ti,rho_tile,rho_Ti,cp_tile,cp_Ti,k_tile,k_Ti,emissivity,M_inf,p_inf,T_inf,fudge_factor,simulation_values
0,62.27999999999982,0.024638000000000004,0.0001359,141.40800000000044,4494.599999999997,582.7839999999997,464.6000000000009,0.1257480000000001,6.730799999999994,0.8128000000000026,4.97999999999999,2801.664000000013,305.5840000000011,0.92,367.933009049741
1,61.55999999999984,0.025908000000000007,0.00013770000000000004,140.83200000000042,4294.839999999998,629.2559999999986,437.9200000000004,0.11919600000000005,6.787599999999993,0.7936000000000021,5.139999999999986,2615.616000000006,289.68000000000075,1.0660000000000003,342.6724594708924
2,62.03999999999983,0.027736800000000013,0.0001608000000000006,135.3600000000002,4966.759999999993,600.3679999999993,466.4400000000009,0.11516400000000002,6.688199999999995,0.7328000000000003,4.669999999999996,2555.4240000000036,286.84000000000066,1.0420000000000003,325.359021012155
3,65.27999999999976,0.026060400000000008,0.0001644000000000007,133.63200000000015,4322.079999999998,643.0719999999983,415.84000000000003,0.12096000000000007,7.724799999999978,0.7360000000000004,5.259999999999984,2670.336000000008,260.7120000000001,1.0420000000000003,349.8369347885596
4,56.999999999999936,0.024180800000000002,0.00015840000000000054,154.08000000000092,4703.439999999995,575.2479999999998,483.9200000000012,0.11970000000000006,7.59699999999998,0.8112000000000026,5.029999999999989,2911.104000000017,257.87200000000007,0.9980000000000001,337.99272852470136
5,64.19999999999979,0.0239268,0.00013800000000000005,145.7280000000006,4857.799999999994,591.5759999999995,447.1200000000006,0.1360800000000002,7.4407999999999825,0.7840000000000018,5.489999999999979,2500.7040000000015,297.63200000000086,0.91,395.6650358222457
6,65.63999999999976,0.0229108,0.00014700000000000027,137.3760000000003,4440.119999999997,630.5119999999986,498.64000000000146,0.11592000000000002,7.525999999999981,0.7312000000000003,4.8499999999999925,2763.3600000000115,281.7280000000005,1.092,372.1073593013904
7,58.439999999999905,0.025501600000000006,0.00016320000000000066,157.24800000000104,4095.08,665.6799999999978,489.4400000000013,0.11415600000000001,7.767399999999977,0.7824000000000018,4.749999999999995,2861.8560000000152,261.2800000000001,0.918,316.48303097791614
8,61.799999999999834,0.025806400000000007,0.0001611000000000006,129.888,4167.719999999999,689.5439999999973,487.6000000000013,0.12171600000000007,6.773399999999993,0.8048000000000024,5.3199999999999825,2856.384000000015,274.9120000000004,1.0,341.7990329235045
9,64.67999999999978,0.024384000000000003,0.00014340000000000018,151.77600000000083,4975.839999999993,582.7839999999997,485.76000000000124,0.13053600000000015,7.5685999999999805,0.8672000000000042,5.109999999999987,2500.7040000000015,273.7760000000004,0.932,362.73834836306344
10,60.359999999999864,0.024180800000000002,0.0001440000000000002,137.3760000000003,4113.24,629.2559999999986,438.84000000000043,0.13129200000000016,6.503599999999998,0.7440000000000007,5.129999999999987,2681.2800000000084,308.4240000000011,1.076,378.58037846060694
11,63.599999999999795,0.02707640000000001,0.00013770000000000004,142.56000000000049,4975.839999999993,661.9119999999979,445.28000000000054,0.13053600000000015,6.546199999999997,0.8640000000000041,5.42999999999998,2807.136000000013,268.66400000000027,0.93,337.89589572953446
12,64.19999999999979,0.024892000000000004,0.00015780000000000053,146.59200000000064,4240.359999999999,605.3919999999991,435.16000000000037,0.13834800000000022,6.815999999999993,0.7392000000000005,4.639999999999997,2861.8560000000152,270.3680000000003,1.0700000000000003,364.51952774523994
